text	label	score
中考	2	0.993414
楚狂人	1	1
愚公啊啊啊啊啊还有这么大的一座山我移不动了	2	0.16027
愚公我移不动了	0	0.519309
愚公我移不动了	0	0.519309
有人说泰山因泰字而出名但应该知道是泰山赋予了泰的美好内涵	2	0.98641
莘县报道	1	0.386155
聊城排面	2	0.788891
怎么哪都有你们家轩轩	0	0.974352
好冷啊九千米	2	0.889084
西北工业大学	2	0.415547
中国泰山天下泰安	2	0.927689
枣庄	2	0.904828
好喜欢这个文案	2	0.999927
好客山东好品山东欢迎您	2	0.988188
壮阔雄伟	2	0.999669
好客山东好品山东	2	0.958889
蓬莱仙岛啊啊	2	0.784537
满分文案	2	0.998209
研学游之地	2	0.988148
欢迎大家来曲阜	2	0.982467
我的家乡曲阜啊啊啊啊先贤孔子	2	0.996556
山东曲阜啊啊啊啊啊啊	2	0.598649
山东其实不只有好吃的	0	0.501112
钙奶饼干哈哈哈哈哈哈	2	0.957195
苹果很不错	2	0.996509
哈哈哈哈哈哈	2	0.914082
比人都高	2	0.481196
寿光大棚	2	0.637319
很厉害很厉害	2	0.477732
很爱很爱山东	2	0.999737
好客山东好品山东	2	0.958889
哇塞哇塞	2	0.997863
好厉害	2	0.907692
好漂亮	2	0.999918
济宁人表示很想去青岛	2	0.996131
青岛大学金家岭校区报道	2	0.733937
这么老胖太可爱啦哈哈哈哈哈哈哈哈	2	0.98515
我来看小宋的家乡	2	0.99645
云贵川渝就各种天啊太美了人间仙境山东就是各种蔬菜水果	2	0.996264
崂山蛇草水	0	0.230779
来看自己家	2	0.846307
天鹅	2	0.953145
潍坊实验中学的有没有	0	0.0541153
微山湖麻辣鱼	2	0.871851
2023高考成功	2	0.988823
2023高考必胜	2	0.91988
菏泽人无语	0	0.94128
鲁西南我好像确实没有海边好看	0	0.328147
菏泽在哪里	2	0.193876
马头墙地理题	2	0.664475
大学城哈哈哈哈哈哈哈创新谷号	2	0.961258
鸢都潍坊	2	0.88505
考编上岸找到男朋友	2	0.580466
临沂	2	0.932099
一不小心	0	0.309655
临沂报道	2	0.882157
期待河南	2	0.959046
没有临沂哭唧唧	0	0.789013
教师编上岸加油	2	0.843617
教师编上岸	0	0.549
红瓦映蓝天绿树听呢哝	2	0.963178
拐外啊大海好浪漫	2	0.997994
你们这里雾蒙蒙的	0	0.544086
可爱捏	2	0.999816
曲阜隶属于济宁却比济宁还有名	2	0.00420862
让我们说谢谢黄河	2	0.986326
它好像非常同意	2	0.846987
去泰山看日出	2	0.952626
烟台气候生产苹果樱桃的愿意高考考点	2	0.965251
哈哈哈	2	0.998853
好激动啊哈哈哈哈或啊啊啊啊	2	0.999722
好客山东欢迎您	2	0.979558
好激动啊山东	2	0.999649
啊啊啊山东	2	0.472179
济宁的	2	0.595998
老司机	2	0.742762
烟台人报道	2	0.785338
宁阳报到	2	0.759086
打个卡吧这文案已经无法超越了	0	0.794498
现在你们会选择儒家吗	0	0.648152
2023中国石油	2	0.916319
2023中国石油	2	0.916319
今年考研上岸	2	0.973838
东明县衡水实验中学欢迎各位同学	2	0.879556
很多经典的东西都没讲出来山东可以拍10集不带重样的	2	0.574989
山东每个城市都不一样	2	0.862935
平阴一中	1	1
22年刚去过黄河入海口很震撼	2	0.99934
要哭了	0	0.169413
舌尖你抢我素材嘤嘤嘤	2	0.97794
舌尖你抢我素材嘤嘤嘤	2	0.97794
舌尖你抢我素材嘤嘤嘤	2	0.97794
临清还是有排面	0	0.385849
临清还是有排面	0	0.385849
2025高考加油	2	0.997946
高中生活一切顺利	2	0.999163
羡慕青岛同学我是日照的地方太小应该没有吧	2	0.19845
轩轩家乡也是我的	2	0.992455
红瓦碧树绿海蓝天来自济南人的赞美	2	0.997333
崂山巨峰	2	0.873304
潍坊人	2	0.959136
浩克山东欢迎你	2	0.972254
平安街道办事处路过	2	0.76104
济南你们到底充值了多少	1	0.307283
有幸刚过去	2	0.988357
玩呢烟台就一分钟好节目	2	0.515865
爱在烟台难以离开	2	0.98154
山与海的情怀你和我的烟台	2	0.976872
济宁	2	0.455325
江北水城	2	0.918966
真没有大葱搞	0	0.999011
酒彪子	0	0.188388
逢考必过地生双A	2	0.987393
和我家同款防盗网	2	0.911114
是一只小胖子 不是	0	0.995621
咋了小胖子惹你了吗	0	0.992275
我看见你了	0	0.443296
淄博牌面	2	0.845275
前方高能沂源人报道	0	0.409942
现在的啤酒节没以前的感觉了进去酒你都喝不起	0	0.203745
曹县呢	0	0.443746
鲁F鲁Y牌面	2	0.827739
烟台站一个大风口	2	0.577432
人间仙境醉美烟台	2	0.999795
聊城二中报到	2	0.791995
滕州	2	0.904679
好客山东	2	0.94392
下有红光动摇承之或曰此东海也	2	0.515606
2023考进理想大学和专业	2	0.985629
滕州一中	2	0.290884
中心中心中心	2	0.806117
哭吧	0	0.403299
我希望这些人都考不上	0	0.927443
枣庄一中牛逼棒棒棒	2	0.986383
考研山东冲冲冲	2	0.964728
哇真的有这么高的葱啊	2	0.633663
世修降表 我正经济宁人	0	0.424337
一战上岸	2	0.886412
山东是真的什么都有一点	2	0.530252
仙岛	2	0.981554
学生受教	2	0.779517
能别用东方耶路撒冷这种蔑称来碰瓷么	0	0.997602
全体起立	2	0.395662
富饶之地勤勉之民	2	0.976955
温知识鲁菜乃八大菜系之首欢迎来山东体验究极的炊火艺术	2	0.998721
民以食为天麦垛即是国之基石	2	0.949907
我菏泽都没个名字	0	0.862387
曲阜人路过	2	0.863244
学业有成	2	0.99693
祝你顺遂一生	2	0.219222
教资四级高分过	2	0.984492
教资四级过过过	2	0.976462
新泰人	2	0.976662
美啊	2	0.999839
都加油一切都会好起来	2	0.996488
新泰人到此一游	2	0.985575
去过去过	2	0.959763
济宁金乡一中	2	0.710294
温润济南的冬天可不温润	0	0.854662
地上铁路简称地铁	2	0.904512
秦国吞并齐国之前鲁国就完蛋了	0	0.73515
因为北边有燕国啦	2	0.875663
因为齐国本来也不大	2	0.291526
崂山蛇草水没喝过的一定要尝尝	2	0.856006
狮子猫	2	0.938827
庞各庄	2	0.20044
东昌我的学校	2	0.976054
很优雅	2	0.999759
确实胖	2	0.869299
泰山定生死	2	0.964319
大海龟	2	0.921232
铁柱法师是獐子岛	2	0.761735
风吹麦浪	2	0.784159
齐国开始就搞渔盐了	0	0.820117
想喝一厂出的啤酒	2	0.689701
2022上实验班	2	0.894522
cjr我爱你	2	0.99977
烟台二中信竞队报道	2	0.757694
我记得背30条论语就可以免费	2	0.971574
就挑公主楼去了一次	1	0.541402
崂山可乐崂山矿泉水青岛老酸奶青岛奶啤	2	0.892611
爱在烟台难以离开	2	0.98154
地铁	2	0.901627
2023考编上岸	0	0.0168414
太震撼了	2	0.998917
我爱山东	2	0.995574
东营连名字都没有吗	0	0.985862
加勒比海盗	2	0.267973
祖籍地还没机会去呢本想着参加工作了可以去结果疫情了	1	0.0224709
广饶一中	1	1
2024重大	2	0.819354
台儿庄大捷	2	0.886391
前方密恐请跳伞	2	0.625479
全体变红	1	0.0182366
萌趣包凤丹	2	0.965773
可以做面包	2	0.870857
初音未来快乐田	2	0.986706
这是我老家最爱的聊城	2	0.99958
大家来东营看黄河入海呀	2	0.739078
高考上岸	2	0.980221
2023高考上岸	2	0.949918
胶州人排面	2	0.425313
济南这座老城文化底蕴深厚虽然没有放在纪录片的开头	2	0.980016
济南很美大家以后去济南可以走走看看济南的小巷	2	0.999628
未成年人不许喝酒	0	0.289236
每日省油	2	0.992461
每日省油	2	0.992461
运河线环线游	2	0.938698
我们都顺利上岸	2	0.987772
有一次去发现全是海草	0	0.179704
这是到江南了	1	0.334884
江西人我爱山东烟台	2	0.990409
怎么没有临沂炒鸡	0	0.969162
男朋友是青岛人嘎嘎棒	2	0.999418
临沂炒鸡	2	0.648247
大连路过	2	0.911162
球状闪电	1	1
山东济南中国青岛宇宙寿光	2	0.906802
这是崂山的青山村	2	0.137192
水是蛇草水	0	0.895024
这拍的太美了	2	0.999951
威化饼干	2	0.921995
2023年期末考试年级前十孔夫子保佑	2	0.945007
救命哈哈哈哈哈哈哈哈哈	2	0.591788
二次插刀	2	0.474254
无情	0	0.967328
烟台二中报道	2	0.778738
孔德有没有来	1	0.220089
看得我都饿了	2	0.0459382
扬子鳄我趣理得我比他凶但是呜呜呜呜呜我可能打不过他	0	0.0159509
南门小学上学的必经之路	2	0.988879
曲阜	2	0.975317
曲阜	2	0.975317
喜欢的人在滨州	2	0.990058
衍圣公现在不是好词了吧	0	0.960506
中国海洋大学打卡	2	0.970632
菏泽真棒	2	0.999736
微山湖台儿庄不是鲁西南吗	0	0.964436
吃瓜吃到自己家	2	0.565711
我爱烟台	2	0.998029
烟台	2	0.982165
哈哈哈哈哈哈哈哈哈哈哈	2	0.824151
淄博	2	0.926
鲁人绝不会辜负祖国	2	0.986855
我为我做为一个山东人而感到骄傲	2	0.997112
蒙阴一中	1	1
好像鸡蛋酥啊	2	0.236495
2023高考必胜	2	0.91988
2023高考保佑	2	0.956869
2023高考必胜	2	0.91988
逢考必过	2	0.997138
2023高考必胜	2	0.91988
2023高考加油	2	0.996134
2023高考必胜	2	0.91988
高考顺利	2	0.999286
高考必胜	2	0.953817
进度条警告	0	0.969748
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	2	0.349437
稻草山	2	0.787946
看见了	2	0.664387
济南我是省会啊喂几个意思	0	0.311179
临沂人来报道	2	0.73743
好客山东欢迎您	2	0.979558
来了来了	2	0.864742
2023高考加油金榜题名统考必胜	2	0.930375
我们的生活	2	0.999487
墓都被撅了	0	0.500129
一直读的huai坊	2	0.929298
泰山又长高了	2	0.954986
岱宗夫如何齐鲁青未了	1	0.88984
广饶一中路过	2	0.774273
黄河入海我们回家	2	0.989792
东营人来了	2	0.467483
东营排面	2	0.692673
广饶一中	1	1
济宁	2	0.455326
山东省鄄城县第一中学	2	0.778998
朋友们有的时候说人还没自家葱高是真的真的没在开玩笑	0	0.908909
可是山东是高考大省啊呜呜呜	2	0.361006
上岸	2	0.588574
这个结尾真强	2	0.732186
京杭大运河	2	0.985481
一下看到了大聊城的东昌湖哈哈哈哈欢迎欢迎	2	0.946153
大聊城不配上镜	0	0.963616
这么多可以送我一辆吗	2	0.622955
还有查酒驾的	0	0.72097
崂山红房子嘎嘎美	2	0.96927
海军博物馆	2	0.965567
这是啥音质	1	0.945287
洛凝	2	0.550042
哈哈哈哈哈哈哈哈哈	2	0.911407
起鸡皮疙瘩	0	0.858301
泰山真的好美	2	0.999726
哇	2	0.914581
菏泽不配拥有姓名	0	0.218644
我大菏泽就一直被云彩盖着	2	0.939402
崂山啤酒	2	0.386007
山东人报到	2	0.910451
我爱的人以及爱我的人都万事顺意	2	0.970103
我家胶州	2	0.883623
有朋自远方来	2	0.98067
青岛欢迎您	2	0.988054
大明湖明湖大	2	0.941711
田横岛	2	0.222701
航母	2	0.979175
中国人不想失去山东就像西方人不能失去耶路撒冷	0	0.9768
农业大省	2	0.483372
农业大省	2	0.483372
山东人骄傲	2	0.997082
绩点高高想谈恋爱	2	0.993351
孔子不谢	2	0.973361
建筑材料咋运上去的	0	0.652962
东方圣城首善之区	2	0.788828
齐鲁大地	2	0.923868
前面的我是重庆的	2	0.323489
2024高考加油	2	0.997467
如果我上去踩踩他会不会碎呀	2	0.544035
看来这个灰尘想打喷嚏但打不出来	0	0.997321
F浮＝G排	2	0.879287
山东真的全是吃的	2	0.948564
山东临沂	2	0.90051
鄄城一中	2	0.575669
山水画	2	0.994726
2M大葱	2	0.515878
这个马的屁屁好可爱好可爱	2	0.99983
东营牌面	2	0.867338
进度条危	0	0.866514
啊啊啊啊啊啊啊	0	0.651009
这么长	2	0.264964
考上一中	2	0.950262
河南人支持山东	2	0.976872
崂山可乐	2	0.396456
考上理想的大学	2	0.999153
2024高考必胜	2	0.916544
2024高考蟾宫折桂金榜题名	2	0.943094
石龙中学	2	0.941125
说烟台苹果少了的把栖霞扔哪去了	0	0.998415
可惜我家在李沧	2	0.599913
青岛李沧路过	2	0.86319
还有查酒驾的	0	0.72097
我最多才二十	0	0.646935
28个人	2	0.94149
2024高考必胜	2	0.916544
小宋的老家嘿嘿	2	0.997325
安徽中考题	2	0.949156
我的家乡	2	0.999784
绕过枣庄	2	0.780769
枣庄三中冲冲冲	2	0.803033
枣庄三中	2	0.823955
枣庄NB	2	0.930285
枣庄三中冲冲冲	2	0.803033
进度条暴露了一切	0	0.854686
我听成了大青岛	2	0.95285
省会不见了	0	0.852746
泰安还有亚洲最大的喷泉可好看了	2	0.990511
青岛啤酒	2	0.603517
南海路上的	2	0.729484
看到我家了	2	0.872804
诸城实验初中前来交作业了	2	0.49581
齐鲁青末了	1	0.217788
崂山蛇草水欢迎品尝	2	0.872494
不只青岛人整个山东都是这么叫的	1	0.418518
潍坊加一	2	0.658396
山东人到此一游	2	0.989025
这是猞猁	0	0.318196
2023高考加油	2	0.996134
济宁一中	2	0.856333
济宁一中	2	0.856333
海豹是不是保护动物不是的话.	0	0.804274
然后线一绊无辣	1	0.26644
重庆欢迎您	2	0.987308
一不小心	0	0.309655
2024中考必过	2	0.998148
2024中考必过	2	0.998148
2024中考必过	2	0.998148
2024中考必过	2	0.998148
2024中考加油	2	0.99791
荣成天鹅	2	0.94124
我爸在里面哈哈	2	0.99145
哈啤酒吃嘎啦	2	0.966193
哈哈哈哈哈哈	2	0.914082
花石楼	1	0.990856
公主楼	2	0.953386
花石楼	1	0.990858
八大关	2	0.819373
青岛人很自豪哈哈、	2	0.993578
依山傍海	2	0.9515
青岛人狂喜	2	0.890301
奥帆中心我的大青岛	2	0.852255
大青岛	2	0.9877
2023事业编成功上岸	2	0.91869
2023成功上岸临沂事业编	2	0.791768
yyds	2	0.530413
啊啊啊啊啊	0	0.744878
高中疫情封校放假那天有姐妹在宿舍楼小黑板上写“黄河入海我们回家”当时真的觉得好感动好感动东营人的浪漫	2	0.995971
广雅	2	0.922757
泰山石敢当	2	0.891604
泰安人报道	2	0.73471
自有中华它便在中心	2	0.805032
我爱你	2	0.99977
四川人在青岛	2	0.814774
我更喜欢邹城	2	0.986164
我爱山东	2	0.995574
实验中学欢迎各位同学	2	0.927393
东明一中欢迎你	2	0.967774
东明县万福中学欢迎	2	0.963615
毫无存在感的大哥	0	0.999397
这谁家的油轮石油漏了	0	0.998825
济南和蓬莱好惨	2	0.616675
青岛志愿学校打卡	2	0.963868
泰安市岱岳区泰山区	2	0.79798
哈哈哈哈你声音	2	0.87562
听到你声音了	0	0.964787
海豹你礼貌吗	0	0.849068
我丢	0	0.983706
枣庄	2	0.904828
潍坊报道	2	0.855012
国泰民安	2	0.98413
泪目	2	0.976392
稳如泰山	2	0.648049
济南	2	0.979865
来自一个江苏人的羡慕	2	0.989445
威海来了哈哈哈哈	2	0.98393
"2024,祝我飞腾"	2	0.785531
临沂排面	2	0.759449
山东临沂	2	0.90051
我大聊城就这么没有排面吗	0	0.990225
没有排面吗	0	0.945514
2025中考加油	2	0.99808
学到了	2	0.54827
录取分数线也是	2	0.637769
考编上岸	0	0.193629
奥力给	2	0.11021
济宁曲阜报道	2	0.674939
西海岸来啦	2	0.866279
青岛胶州报道	2	0.752666
2022安徽理工大学大数据2班的各位都要好好的	2	0.827906
2023中考必胜济南三中加油	2	0.971533
好客山东欢迎您	2	0.979558
大冤种李李清照	0	0.873028
来了来了来了来了	2	0.927908
亿不小心	0	0.932141
干饭是人类的强项	2	0.164964
封条我啥时候有了一个红色的兄弟	1	0.934829
海豹你瞅啥	2	0.954369
中华泰山天下泰安	2	0.945889
中华泰山天下泰安	2	0.945889
泰安	2	0.866732
我曹州牡丹甲天下居然没有	0	0.94103
山东滨州人前来报道	2	0.81217
没有我曹州吗	0	0.985726
每日马拉松	2	0.990304
就是太堵了哈哈哈哈	2	0.840211
张自忠将军的故乡	2	0.999412
哇这个角度的渤海之眼太棒了吧	2	0.987963
2022家人朋友平安健康	2	0.986078
文案写得太好了吧	2	0.967289
神仙文案	2	0.970292
感谢所有幕后工作人员	2	0.969474
你好趵突泉	2	0.978554
真的趵突泉的水非常非常非常清	2	0.995319
嘉兴一中实验欢迎你	2	0.979814
大天鹅真的很吵哈哈哈哈	2	0.353229
自由呼吸自在荣成	2	0.990223
我对大明湖的印象是广场舞	2	0.888139
盐产量老么高了	0	0.978256
2024高考上岸	2	0.948901
平安健康成绩优秀	2	0.999447
我姥爷是山东的吃盐特疯狂	2	0.83783
章丘人上学骑的葱	2	0.915606
潍坊排名面	2	0.954169
成绩超好	2	0.999864
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	2	0.437108
进度条	0	0.122587
可以直接喝吗	0	0.145819
2024高考加油	2	0.997467
山东人来报道哦	2	0.930949
一海里等于1.852公里	1	0.53417
不对啊济南呢	0	0.728185
扎西德勒	2	0.990398
东海中学路过	2	0.741523
背景音乐也是琵琶耶	2	0.995327
可爱捏	2	0.999816
欢迎大家来薛家岛hhhhh	2	0.99479
德州只配拥有姓名吗	2	0.0855229
十一中5棒级	2	0.913313
兖矿一中孔凡卓打卡	2	0.894605
青岛黄海学院	1	1
青岛黄海学院	1	1
青岛黄海学院	1	1
青岛黄海学院	1	1
青岛黄海学院	1	1
高考加油	2	0.999759
淄博排面	2	0.730562
笑死在弹幕里	0	0.905502
烟台报道	2	0.921205
原来你也玩原神	2	0.954372
哈哈哈哈哈哈皮一下很开心	2	0.977094
我的老家	2	0.999387
菏泽	2	0.87159
哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇	2	0.698256
好美	2	0.999972
都把泪目打在公屏上	2	0.641367
泪目	2	0.976392
终于抄完了呜呜呜	2	0.982699
祖传BGM出现了	2	0.535652
常记溪亭日暮沉醉不知归处兴尽晚回舟误入藕花深处争渡争渡惊起一滩鸥鹭	2	0.7176
一不小心	0	0.309655
台儿庄战役取得大捷	2	0.450492
傲视群鸟	1	1
考上一中	2	0.950262
2024中考顺利	2	0.997719
稳住年级第一	2	0.979476
啊啊啊杜甫	2	0.350673
2024中考加油	2	0.99791
会当凌绝顶一览众山小	2	0.98735
建议这集叫舌尖上的山东	2	0.359348
寿光人来了	0	0.250035
蔬菜住房子	2	0.577817
每期马拉松	2	0.990151
哈哈哈这个文案	2	0.980447
缩写大海是浴场	2	0.744603
啊啊啊多少钱我包了	0	0.450046
靠这里好壮观	2	0.988697
好像个爱心	2	0.847341
考试会考而且考的基本上都是材料题	2	0.659597
写得好	2	0.389413
这不是一般的藕花这是易安诗里的藕花啊哈哈	2	0.683537
泉城地上铁	2	0.985181
江北水城欢迎您	2	0.97943
聊城二中	2	0.842359
努力学啊别被偷了	0	0.959782
稳如泰山泰山崩于前面不改色	2	0.84598
重于泰山轻于鸿毛	2	0.908564
我想看卷的哈哈	2	0.999293
酷炫	2	0.999774
涨知识	2	0.909852
吃好哈好	2	0.985897
高级大地色	2	0.98244
海水浴场不要门票不要门票	2	0.869736
民航飞鹅	2	0.854798
可爱死了	2	0.998377
孔庙祈福	2	0.998793
截屏了	1	0.24164
有生之年一定要去泰山看日落	2	0.999523
考点黄河三角洲是世界上自然增长速度最大的自然保护区	2	0.97739
菏泽哭死	0	0.952604
铠甲勇士刑天	1	1
淄博周村有没有	2	0.0400008
济南我怎么办	2	0.438142
对个暗号	0	0.510909
李清照害得我们去不了深处了	0	0.929884
还记得大明湖的雨荷吗	2	0.0803925
西乌珠穆沁旗不配拥有姓名吗	0	0.620406
还记得大明湖畔的夏雨荷吗	2	0.733639
蠕动不磨脚吗	0	0.518588
泰山不是地府入口吗	0	0.591092
泰山不是地府入口吗	0	0.591092
海蜇不咬男的吗	0	0.731889
没有菏泽的事儿	0	0.708886
最伟大的满分作文	2	0.99982
轻轨	2	0.939187
官方吐槽	0	0.984092
为你千千万万遍	2	0.98921
章鱼哥	2	0.751098
恒星	2	0.747845
祖传BGM换了哈哈	2	0.980988
德州报道	2	0.636348
不因为微山湖龙虾	0	0.203073
好看	2	0.999955
临沂只有个名一点画面都不给	0	0.997194
地理作业地理作业地理作业地理作业	2	0.647025
山是崂山海是黄海	2	0.434232
为嘛没有淄博吗	0	0.976349
俺就是山东滴山东淄博滴	2	0.924268
临清一中报道	1	0.229083
临清一中报道	1	0.229083
临清临清	2	0.285943
巨峰摘星亭	2	0.937769
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
真咔嚓	0	0.809461
感觉会很香的样子	2	0.997246
这一集知识点好像不多	2	0.49932
聊城聊城聊城聊城聊城聊城聊城聊城	2	0.953799
假如一夜间涨水	1	0.672594
十万亩我的天	2	0.919112
逢考必过高考上岸孔庙祈福	2	0.911957
哈哈哈哈怎么和贵州的猕猴一样可可爱爱	2	0.766718
这是我家	2	0.923006
我家到我家了	2	0.935198
丰收的季节	2	0.931854
青云学府	2	0.999078
初音未来	2	0.898921
噗哈哈	2	0.999077
商機我的眼裏只有商機	0	0.731388
路上想上厕所怎么办	0	0.629954
每集马拉松	2	0.994199
喜茶	2	0.848523
噗盒盒盒盒盒鵝鵝鵝	2	0.816857
低調	0	0.214835
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	1	0.085628
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	2	0.639263
所以说在山东说你没葱高不是在骂你	0	0.997051
顶级费油	2	0.317811
他们作诗硕山东土话吗	0	0.796608
一不小心	0	0.309656
脚沾泥土手捧海水行尊仁礼心向苍穹	2	0.898234
脚沾泥土手捧海水行尊仁礼心向苍穹	2	0.898234
朴树	2	0.932024
寿光人来了	0	0.250035
每日费油	2	0.567028
鲁北滨州	2	0.81274
鲁北滨	2	0.906732
菏泽呢	2	0.502845
不怕线互相缠起来吗	0	0.40627
在郯城看过圆柱形的秸秆在地里一个个的好可爱	2	0.979001
官方吐槽	0	0.984092
曲阜人在这	2	0.840536
聊城	2	0.904653
曲阜人狂喜	2	0.831592
在烟台上学	2	0.965047
山东曲阜	2	0.940678
神仙文案	2	0.970292
好棒	2	0.999845
自动变红	0	0.750433
台儿庄	2	0.977233
国旗好评	2	0.998505
来看自己的家乡	2	0.993329
专门看这一集	2	0.816905
来看自己家乡	2	0.985868
好辛苦	2	0.995265
誓死力争还我青岛	2	0.643893
马头墙作用考点	2	0.924069
想到了极限挑战	2	0.983702
泰山安则四海皆安	2	0.989176
郯城打卡	2	0.963615
临沂人来了	2	0.595572
花石楼大一去的	2	0.832276
八仙和海里面加个过等于八仙过海	2	0.15639
海底的动物变成了天空动物	2	0.20667
谢谢你给我的关键词语我去写作业了	2	0.912992
寻求你同名	2	0.388934
天鹅没看见吧差点没站稳好尴尬啊	0	0.893691
崂山啤酒	2	0.386007
日上正赤如丹下有红光动摇承之	1	0.999763
烟台人集合	2	0.939753
致敬英雄	2	0.999923
到我老家临沂了	2	0.700964
宇宙寿光	2	0.962667
期末考班级前十	2	0.30658
期末考一拔头筹	2	0.508832
2023高考加油	2	0.996134
超佩服配文人员	0	0.85642
而我的太阳落下了	1	0.866136
天边的太阳升起了	2	0.873119
拒收病婿	0	0.995124
天动万象	2	0.910468
2024高考加油	2	0.997467
怎么能没有新泰中学 新泰一中老校	0	0.940959
天动万象、	2	0.804765
脚沾泥土手捧海水行尊仁礼心向苍穹	2	0.898234
脚沾泥土手捧海水行尊仁礼心向苍穹	2	0.898234
我就是太阳	2	0.918081
山东确实就是要啥有啥哈哈哈哈哈尤其是吃的吃喝自足	2	0.791627
自己种的种都是一米六多	0	0.0705633
聊城	2	0.904653
就在我家后面	2	0.47925
我经常去的是石老人海水浴场	2	0.936391
崂山欢迎您	2	0.950092
我家搁这呢	0	0.866836
我亚蛋老公的家乡	2	0.982878
聊城人报到	2	0.80709
兰山等我	2	0.933403
文案牛	2	0.990133
江西人我很爱山东	2	0.99902
山东人真的超级好	2	0.99961
聊城人报到	2	0.80709
我家	2	0.998582
聊城	2	0.904653
白白胖胖充满希望	2	0.889519
名仕多原来我我们这自古就去内卷	2	0.875481
可以上去吗	2	0.702473
我要上深圳大学	2	0.502503
季羡林先生的故乡	2	0.993425
完结撒水果	2	0.84199
韩国孔子是韩国的	2	0.538417
天与云与山与水	2	0.959861
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.0990162
前方高能	2	0.099016
前方高能	2	0.0990162
前方高能	2	0.099016
前方高能	2	0.099016
前方高能	2	0.099016
对山东的评价很高	2	0.992185
最佳文案	2	0.999156
好客山东欢迎您	2	0.979558
好客山东欢迎您	2	0.979558
园博园	2	0.945801
忽略	0	0.977586
没忍住哈哈哈哈	2	0.991791
林酱是让看这个吗	0	0.940353
山东各地太强了导致省会没有地位	0	0.93508
专升本上岸	2	0.878367
还得是青岛大姨	0	0.702362
很棒	2	0.999863
为啥不能是栖霞苹果	0	0.997297
灵魂来了	2	0.993732
江西人表示真的很爱山东人真的热情好客还很有意思	2	0.998843
这里的男人我好爱	2	0.999676
山东真的是北方最爱的地方	2	0.99894
我们村就有十几处	2	0.00421577
啊啊啊啊啊啊啊啊啊我家长清的	1	0.751087
我爱烟台	2	0.998029
2023北大等我	2	0.816717
致敬	2	0.999876
泰山中学	2	0.959017
是我大山东	2	0.932861
呼小飞机	0	0.215757
烟台	2	0.982165
老六	2	0.919152
泰山中学	2	0.959017
大一新生暑假好无聊	0	0.941786
记笔记了	2	0.76039
好辛苦啊	2	0.95778
欢迎来到蓬莱	2	0.982114
哈哈哈哈宇宙寿光	2	0.905032
会当凌绝顶	2	0.977756
山东现在已经没有青瓦的古建筑了可惜以前不少都是青瓦的	0	0.140563
烟台	2	0.982165
好客山东欢迎你	2	0.96405
看到这了没看见济宁两个字	0	0.955121
山东临沂报道	2	0.761337
大家好我是山东临沂人	2	0.88431
好客山东欢迎你	2	0.96405
我是山东人我代表山东欢迎你们的到来	2	0.976966
荻花洲	2	0.923514
泰安报道	2	0.883805
嗯	2	0.204458
青岛人要来说一句了在青岛千万别骑自行车不然累死你	2	0.0016692
哈哈趵突泉	2	0.987157
鹅鹅鹅饿	2	0.861599
吃一年	2	0.970237
弹幕呢	0	0.366458
八大关	2	0.819373
你好趵突泉	2	0.978554
终于到济南了我等你等的好辛苦	2	0.998653
四过济南而不入	0	0.647398
山阿哥又长高了	2	0.98443
三过济南而不入	0	0.669294
原来大地色眼影是这么来的	2	0.842422
海信	2	0.751325
原来我吃的海带是这么来的	2	0.967931
2024高考成功	2	0.990956
山东聊城欢迎你	2	0.981264
青开六中	2	0.894633
黄河入海我们回家	2	0.989792
李清照多损啊	0	0.931385
济南太美啦	2	0.999892
山东万岁	2	0.985647
我是济宁人	2	0.750715
王梓昊考研顺利	2	0.992914
前面说太幸福的一定不是山东考生吧	0	0.641047
滨州也就是寿光比较出名	1	0.137449
林檎	2	0.793605
救命好高级啊哈哈哈哈哈哈	2	0.998674
谁不说俺家乡好	0	0.973346
不大啊对对对	0	0.314883
但更好吃	2	0.95478
鸡你太美	2	0.87741
日照不配拥有姓名吗	0	0.517514
看不见我	0	0.845709
尊	2	0.980202
欢迎欢迎	2	0.992894
欢欢	2	0.999028
日照被绕过去了	2	0.218332
得了吧怎么还没有日照	0	0.986147
航拍中国舌尖上的动物世界	2	0.997768
棒棒棒	2	0.999729
众所周知航拍中国舌尖上的中国动物世界	2	0.988484
这是我的家厚重的土地淳朴的人民	2	0.99327
有一样的吗郑州47中	0	0.293567
郑州47中	2	0.950575
初中的表示来写作业了	2	0.137355
2024中考成功	2	0.993513
qzy学业有成	2	0.99693
弹幕刷宋亚轩的你和你正主一起没	0	0.322803
泪目了	2	0.834755
致敬	2	0.999876
国旗	2	0.964581
都是肥胖型	2	0.954397
修饼干	2	0.7716
